State,Owner,County,Parcel #,Acres,Section,Township,Range,Starting Bid
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12804-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12802-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12801-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12795-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12789-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12787-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12809-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12807-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12781-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12775-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12774-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12773-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12768-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12766-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12764-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12763-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12745-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12779-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,170-12776-000,0,21,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12691-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12682-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12710-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,165-12606-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12601-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,165-12639-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12635-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12599-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12576-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,165-12574-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,165-12572-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,165-12571-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12570-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12568-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12597-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12587-000,0,,,,100
Arkansas,CHEROKEE   VILLAGE SUBURBAN IMPROVEMENT % CVSID-FORECLOSURE,FULTON,165-12557-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,165-12539-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12522-000,0,15,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12520-000,0,15,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12503-000,0,10,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12491-000,0,10,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1 % CVSID-FORECLOSURE,FULTON,160-12483-000,0,10,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12482-000,0,10,19,06,100
Arkansas,JERRY  STRAIN,FULTON,165-12547-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12472-000,0,15,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1% CVSID-FORECLOSURE,FULTON,160-12464-000,0,15,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12415-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12392-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12391-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,160-12376-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,140-11562-000,0,13,19N,06W,100
Arkansas,ALEX  HADDAD,FULTON,686-25258-000,0,24,20,05,100
Arkansas,JOSE ANTONIO  SANTIAGO,FULTON,420-22020-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,420-22012-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,405-21570-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,405-21564-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,405-21498-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,405-21496-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,405-21545-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,140-11536-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,400-21375-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21366-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21332-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21242-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21231-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21230-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21220-000,0,,,,100
Arkansas,MILTON B  LETLOW%ROSEMARY LETLOW,FULTON,400-21219-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21218-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,400-21209-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21208-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21205-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21193-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21190-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21229-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21222-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21184-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21167-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21164-000,0,,,,100
Arkansas,LENA  LOCKEBY%LORI LOCKEBY,FULTON,400-21160-000,0,,,,100
Arkansas,LENA  LOCKEBY%LORI LOCKEBY,FULTON,400-21159-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21158-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21152-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21138-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,400-21178-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,400-21176-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,140-11509-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,140-11504-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,140-11502-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,140-11497-000,0,13,19,06,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,135-11492-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,135-11484-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,135-11483-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT% CVSID-FORECLOSURE,FULTON,135-11482-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,140-11512-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,140-11511-000,0,13,19N,06W,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,135-11477-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,390-20942-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,390-20940-000,0,,,,100
Arkansas,BRIAN L  & VERA LIEBENTHAL,FULTON,390-20936-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,390-20917-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20911-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,390-20907-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20895-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20892-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20889-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20888-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20935-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20886-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20859-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20850-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,390-20846-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20840-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,390-20838-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,390-20828-000,0,,,,100
Arkansas,LAURA  MCCUNE,FULTON,390-20809-000,0,,,,100
Arkansas,PAUL  NEVELS,FULTON,390-20881-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,390-20860-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,385-20670-000,0,,,,100
Arkansas,KATHLEEN  TURNBULL,FULTON,385-20659-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,385-20658-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,380-20591-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,380-20587-000,0,,,,100
Arkansas,LASZLO  LOOSZ,FULTON,380-20577-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,135-11476-000,0,,,,100
Arkansas,WALTER E  KECK JR,FULTON,360-20011-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-20008-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19993-000,0,,,,100
Arkansas,MICHAEL T  PRICE,FULTON,360-19990-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,360-19989-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19985-000,0,,,,100
Arkansas,MARI  ARUTYUNYAN,FULTON,360-19965-000,0,,,,100
Arkansas,MINAS  ARUTYUNYAN,FULTON,360-19964-000,0,,,,100
Arkansas,GRANTUI  ABADZHYAN,FULTON,360-19950-000,0,,,,100
Arkansas,BRIAN L & VERA  LIEBENTHAL,FULTON,360-19949-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19947-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19984-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19983-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19940-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19930-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19914-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19913-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19899-000,0,,,,100
Arkansas,CHAN ALAN  HUI% CHARLINE PIERRE LOUIS,FULTON,360-19887-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19938-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19936-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19886-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19876-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19871-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19864-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19859-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19853-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19852-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19885-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,360-19884-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19845-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,135-11424-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19832-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19827-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19825-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19834-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19803-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19784-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19769-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19767-000,0,,,,100
Arkansas,JOHN & DANETTE  WILSON,FULTON,355-19758-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,355-19756-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19755-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19754-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19751-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,355-19801-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19796-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19742-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19735-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19732-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19725-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19722-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,355-19719-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19709-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19706-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19698-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,355-19741-000,0,,,,100
Arkansas,IAN T  WITT& SUZANNE K STANLEY,FULTON,355-19739-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19689-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,350-19662-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19654-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19648-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19642-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,350-19638-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19631-000,0,,,,100
Arkansas,LAWRENCE G  SHAW,FULTON,350-19621-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1%CVSID-FORECLOSURE,FULTON,350-19609-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19679-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19675-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19600-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19584-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19581-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19570-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19568-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19567-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19544-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19597-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19594-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19543-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19535-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19534-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19527-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19526-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19538-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,350-19537-000,0,,,,100
Arkansas,JOELCIO CEZAR  MACHADO%R DR QUIRINO,FULTON,345-19445-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,130-11355-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,130-11354-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,130-11353-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,130-11329-000,0,,,,100
Arkansas,CHEROKEE  VILLAGE SUBURBAN IMPROVEMENT DISTRICT #1,FULTON,130-11308-000,0,,,,100
Arkansas,JIMMY WALTER  COKE,FULTON,335-18708-000,0,,,,100
